is_stereotypical_sample,total,extracted,accuracy_extracted,truncation_rate,mean_length,mean_length_no_trunc,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,2760.0,1964.0,0.25865580448065173,0.20398550724637682,1139.015579710145,1020.1015020482477,0.372463768115942,0.29347826086956524,3.378260869565217,3.402898550724638
True,920.0,645.0,0.40310077519379844,0.16304347826086957,1148.642391304348,1058.8168831168832,0.475,0.2826086956521739,6.022826086956521,5.892391304347826
