is_stereotypical_sample,count,accuracy,avg_length,expl_rate,stereo_pred_rate
False,150,0.28,621.24,0.8733333333333333,0.31333333333333335
True,150,0.3333333333333333,580.62,0.8133333333333334,0.3333333333333333
