is_stereotypical_sample,total,extracted,accuracy,avg_length,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,4306.0,3880.0,0.17190721649484536,725.7912215513237,0.46980956804458895,0.4533209475150952,8.408732001857873,8.445889456572225
True,1430.0,1371.0,0.5018234865061999,738.4895104895105,0.6454545454545455,0.4811188811188811,10.021678321678321,10.03006993006993
