is_stereotypical_sample,total,extracted,accuracy_extracted,truncation_rate,mean_length,mean_length_no_trunc,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,920.0,753.0,0.5617529880478087,0.5771739130434783,562.6108695652174,446.7146529562982,0.9608695652173913,0.2543478260869565,9.420652173913043,14.339130434782609
True,920.0,753.0,0.5909694555112882,0.5402173913043479,548.2358695652174,445.28132387706853,0.9478260869565217,0.483695652173913,12.175,10.548913043478262
