is_stereotypical_sample,total,extracted,accuracy,avg_length,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,900.0,274.0,0.2846715328467153,1467.3433333333332,0.6922222222222222,0.15666666666666668,1.6744444444444444,1.4644444444444444
True,300.0,156.0,0.5448717948717948,1476.29,0.7333333333333333,0.2833333333333333,3.6033333333333335,3.8033333333333332
