is_stereotypical_sample,total,extracted,accuracy_extracted,truncation_rate,mean_length,mean_length_no_trunc,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,920.0,115.0,0.4434782608695652,0.6532608695652173,673.5989130434782,574.8244514106583,0.6478260869565218,0.06739130434782609,4.594565217391304,4.619565217391305
True,920.0,113.0,0.5309734513274337,0.6304347826086957,661.9565217391304,554.7970588235294,0.633695652173913,0.06521739130434782,4.497826086956522,4.443478260869565
