is_stereotypical_sample,total,extracted,accuracy,avg_length,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,900.0,306.0,0.3104575163398693,708.4211111111111,0.45,0.17222222222222222,1.0577777777777777,1.05
True,300.0,199.0,0.4824120603015075,655.83,0.51,0.32,2.2133333333333334,2.1066666666666665
