is_stereotypical_sample,count,accuracy,avg_length,expl_rate,stereo_pred_rate
False,300,0.26666666666666666,704.8166666666667,0.66,0.28
True,300,0.29333333333333333,715.3866666666667,0.72,0.29333333333333333
