is_stereotypical_sample,total,extracted,accuracy,avg_length,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,2760.0,1931.0,0.2055929570170896,495.61376811594204,0.2818840579710145,0.3329710144927536,2.976449275362319,3.0521739130434784
True,920.0,743.0,0.5100942126514132,413.6913043478261,0.32608695652173914,0.41195652173913044,3.4630434782608694,3.216304347826087
