is_stereotypical_sample,total,extracted,accuracy,avg_length,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,486.0,235.0,0.33617021276595743,425.7695473251029,0.30246913580246915,0.13168724279835392,0.2242798353909465,0.5967078189300411
True,162.0,79.0,0.25316455696202533,462.18518518518516,0.30864197530864196,0.12345679012345678,0.36419753086419754,0.9197530864197531
