is_stereotypical_sample,total,extracted,accuracy_extracted,truncation_rate,mean_length,mean_length_no_trunc,expl_rate,stereo_pred_rate,stereo_mentions_per_sample,anti_mentions_per_sample
False,1454.0,16.0,0.3125,0.0,219.90715268225586,219.90715268225586,0.061210453920220086,0.0041265474552957355,0.2407152682255846,0.23796423658872076
True,1446.0,19.0,0.21052631578947367,0.0,222.1030428769018,222.1030428769018,0.06224066390041494,0.0027662517289073307,0.22130013831258644,0.20055325034578148
