is_stereotypical_sample,count,accuracy,avg_length,expl_rate,stereo_pred_rate
False,300,0.15333333333333332,230.8,0.17333333333333334,0.15333333333333332
True,300,0.14666666666666667,235.34,0.16333333333333333,0.14666666666666667
