is_stereotypical_sample,total,extracted,accuracy,avg_length,expl_rate,stereo_pred_rate,stereo_mentions,anti_mentions
False,450.0,12.0,0.5833333333333334,471.9066666666667,0.5355555555555556,0.0044444444444444444,15.0,37.0
True,150.0,5.0,0.6,495.37333333333333,0.56,0.02,22.0,12.0
